FIPS,2014 EPL_AGE17,2015 EPL_AGE17,2016 EPL_AGE17,2017 EPL_AGE17,2018 EPL_AGE17,2019 EPL_AGE17,2020 EPL_AGE17
13117,96.47,96.18,95.89,95.68,95.48,94.83,94.18
13119,37.95,40.44,42.92,43.97,45.02,46.08,47.14
13121,58.77,57.0,55.24,53.37,51.51,48.64,45.77
13123,29.04,27.86,26.68,23.02,19.36,18.08,16.8
13125,79.75,79.46,79.18,71.62,64.06,57.43,50.8
13127,59.98,59.31,58.64,55.08,51.51,48.64,45.77
13129,87.2,86.12,85.04,83.89,82.74,80.64,78.55
13131,83.86,83.8,83.73,82.8,81.88,81.56,81.25
13133,16.36,15.64,14.93,15.0,15.06,14.25,13.43
13135,94.36,94.26,94.17,93.94,93.7,93.44,93.19
13137,54.98,55.3,55.62,55.06,54.5,54.86,55.22
13139,91.18,90.68,90.19,89.43,88.67,87.32,85.96
13141,3.72,2.58,1.43,1.18,0.92,0.55,0.19
13143,77.14,77.27,77.4,77.0,76.6,74.71,72.82
13145,49.22,48.74,48.26,45.74,43.23,41.36,39.5
13147,35.56,34.27,32.98,32.57,32.16,31.14,30.11
13149,70.23,67.49,64.76,63.83,62.91,61.33,59.74
13151,93.6,92.76,91.91,90.99,90.07,89.29,88.51
13153,87.04,87.16,87.27,87.2,87.14,87.14,87.14
13155,51.93,50.86,49.79,44.89,39.99,38.95,37.91
13157,87.07,86.85,86.63,86.24,85.86,85.91,85.96
13159,73.89,74.39,74.88,73.05,71.22,70.54,69.86
13161,92.1,92.5,92.9,92.6,92.3,91.8,91.31
13163,75.87,78.86,81.85,75.68,69.5,69.68,69.86
13165,77.17,67.4,57.62,59.06,60.49,48.61,36.73
13167,19.74,24.23,28.72,24.34,19.96,18.0,16.04
13169,77.94,75.28,72.62,70.44,68.26,65.92,63.59
13171,21.43,25.44,29.45,30.18,30.91,32.04,33.16
13173,89.68,88.46,87.23,86.54,85.86,69.78,53.69
13175,80.13,79.97,79.82,79.99,80.17,80.71,81.25
13177,90.89,91.1,91.31,91.02,90.74,91.02,91.31
13179,96.02,95.82,95.61,95.54,95.48,95.38,95.29
13181,14.29,15.06,15.82,16.78,17.73,17.73,17.73
13183,96.43,96.21,95.99,95.6,95.22,95.18,95.13
13185,74.72,71.68,68.64,70.63,72.62,74.12,75.62
13187,16.68,15.2,13.72,11.1,8.47,9.36,10.25
13189,84.08,85.38,86.69,86.28,85.86,84.74,83.61
13191,17.73,13.55,9.36,7.71,6.05,5.28,4.52
13193,24.83,23.19,21.55,19.64,17.73,16.62,15.5
13195,58.9,58.56,58.23,59.36,60.49,61.43,62.38
13197,47.31,46.46,45.62,31.26,16.91,37.64,58.37
13199,48.39,47.82,47.25,45.24,43.23,41.36,39.5
13201,60.14,58.92,57.69,57.42,57.15,60.37,63.59
13205,70.11,69.33,68.55,65.16,61.76,54.91,48.06
13207,36.8,34.15,31.49,31.2,30.91,33.82,36.73
13209,43.49,41.12,38.75,35.46,32.16,30.16,28.17
13211,66.35,62.04,57.72,54.62,51.51,54.05,56.59
13213,85.96,85.66,85.35,84.32,83.29,82.59,81.89
13215,76.95,77.84,78.73,79.9,81.06,81.47,81.89
13217,92.96,92.64,92.33,91.77,91.21,90.69,90.17
13219,91.69,91.6,91.5,91.5,91.5,91.55,91.6
13221,45.81,45.42,45.02,41.24,37.47,42.76,48.06
13223,95.32,94.84,94.36,93.33,92.3,91.42,90.55
13225,41.77,42.25,42.73,40.1,37.47,34.66,31.86
13227,24.07,26.09,28.11,27.8,27.48,25.98,24.47
13229,84.62,84.8,84.97,84.13,83.29,83.45,83.61
13231,86.91,84.2,81.5,76.36,71.22,68.81,66.39
13233,87.49,88.12,88.76,88.48,88.19,87.66,87.14
13235,4.87,6.89,8.91,7.99,7.07,7.82,8.56
13237,26.01,21.2,16.4,21.41,26.42,26.0,25.59
13239,31.04,22.59,14.14,12.42,10.7,5.65,0.6
13241,9.96,8.12,6.27,5.82,5.38,4.44,3.5
13243,72.02,75.98,79.94,83.54,87.14,89.05,90.96
13245,68.86,67.96,67.05,64.98,62.91,62.04,61.17
13247,87.81,87.46,87.11,85.9,84.69,82.97,81.25
13249,90.23,90.8,91.37,79.82,68.26,64.0,59.74
13251,63.96,58.28,52.59,47.2,41.8,38.04,34.28
13253,45.4,44.0,42.6,40.03,37.47,34.66,31.86
13255,77.33,76.9,76.47,74.54,72.62,71.24,69.86
13257,44.48,45.99,47.5,48.95,50.4,46.42,42.43
13259,1.34,1.18,1.02,0.86,0.7,0.49,0.29
13261,80.07,76.74,73.42,68.16,62.91,59.75,56.59
13263,11.05,10.3,9.55,8.15,6.75,6.21,5.67
13265,4.49,3.15,1.81,1.44,1.08,1.23,1.37
13267,30.21,31.51,32.82,30.64,28.46,28.74,29.03
13269,53.39,43.78,34.16,31.31,28.46,27.02,25.59
13271,8.5,7.67,6.84,6.11,5.38,5.08,4.77
13273,70.17,74.24,78.32,70.62,62.91,63.25,63.59
13275,71.73,72.73,73.73,73.17,72.62,72.72,72.82
13277,81.63,81.1,80.58,81.23,81.88,81.88,81.89
13279,92.68,92.74,92.8,92.01,91.21,91.08,90.96
13281,1.31,0.99,0.67,0.59,0.51,0.51,0.51
13283,72.05,56.32,40.59,51.75,62.91,67.86,72.82
13285,86.31,85.6,84.88,82.97,81.06,81.16,81.25
13287,83.22,79.91,76.6,76.6,76.6,78.0,79.41
13289,14.96,14.66,14.36,15.17,15.98,17.4,18.81
13291,6.49,4.96,3.44,3.62,3.79,3.73,3.66
13293,50.53,56.48,62.43,62.1,61.76,58.49,55.22
13295,54.0,52.98,51.96,49.19,46.42,46.1,45.77
13297,87.52,87.01,86.5,85.3,84.11,82.68,81.25
13299,59.95,63.12,66.28,69.45,72.62,74.61,76.61
13301,41.96,39.04,36.13,34.7,33.27,31.15,29.03
13303,50.4,51.3,52.21,49.89,47.56,43.53,39.5
13305,73.16,76.65,80.13,80.6,81.06,80.77,80.49
13307,14.17,40.4,66.63,68.92,71.22,61.71,52.2
13309,0.25,2.26,4.27,4.7,5.13,5.57,6.02
13311,32.73,32.89,33.05,28.29,23.53,18.48,13.43
13313,92.45,92.29,92.14,91.1,90.07,89.7,89.34
13315,11.4,11.13,10.86,12.62,14.39,14.22,14.04
13317,36.58,37.65,38.71,34.19,29.67,32.7,35.74
13319,62.15,61.18,60.2,59.68,59.15,58.76,58.37
13321,60.87,58.9,56.92,59.34,61.76,56.28,50.8
15001,43.01,43.1,43.2,43.22,43.23,42.0,40.77
15003,35.43,36.17,36.9,36.6,36.29,36.02,35.74
15005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15007,44.13,45.74,47.34,46.18,45.02,44.5,43.98
15009,47.21,48.07,48.93,47.68,46.42,46.1,45.77
16001,85.1,83.6,82.11,80.32,78.54,74.2,69.86
16003,7.48,7.86,8.25,9.1,9.96,7.24,4.52
16005,90.67,90.72,90.77,90.76,90.74,90.46,90.17
16007,91.28,91.16,91.05,91.28,91.5,91.55,91.6
16009,49.76,48.74,47.72,55.89,64.06,61.22,58.37
16011,98.47,98.36,98.25,98.17,98.09,97.94,97.8
16013,62.4,61.5,60.59,58.87,57.15,49.79,42.43
16015,17.26,13.34,9.42,8.64,7.86,5.68,3.5
16017,25.15,24.34,23.53,22.58,21.62,21.63,21.64
16019,97.99,97.96,97.93,97.92,97.9,97.85,97.8
16021,68.07,69.93,71.79,70.03,68.26,67.32,66.39
16023,59.6,45.4,31.2,42.12,53.04,46.9,40.77
16025,32.6,60.44,88.28,85.08,81.88,68.55,55.22
16027,97.58,97.32,97.07,96.78,96.5,96.0,95.51
16029,94.84,95.28,95.73,96.12,96.5,96.07,95.64
16031,98.54,98.62,98.69,98.72,98.76,98.62,98.47
16033,97.29,98.01,98.73,98.14,97.55,93.28,89.02
16035,2.07,1.76,1.46,2.63,3.79,4.16,4.52
16037,20.38,15.58,10.79,8.2,5.6,8.16,10.73
16039,90.96,90.26,89.56,88.04,86.53,85.86,85.2
16041,99.43,99.36,99.3,99.15,99.01,98.82,98.63
16043,96.34,95.51,94.68,93.49,92.3,89.72,87.14
16045,58.07,58.69,59.31,61.68,64.06,63.22,62.38
16047,95.26,95.22,95.19,94.44,93.7,93.84,93.98
16049,21.39,21.63,21.87,20.92,19.96,19.85,19.73
16051,99.52,99.54,99.55,99.49,99.43,99.32,99.2
16053,97.9,97.82,97.74,97.74,97.74,97.71,97.68
16055,67.43,66.51,65.58,63.67,61.76,60.75,59.74
16057,8.21,9.09,9.96,11.19,12.42,12.35,12.29
16059,7.93,6.91,5.89,8.07,10.25,10.06,9.87
16061,28.75,38.33,47.91,54.2,60.49,57.09,53.69
16063,98.06,98.02,97.99,97.72,97.45,97.14,96.82
16065,88.38,90.46,92.55,92.96,93.38,93.08,92.78
16067,95.13,95.35,95.57,95.68,95.8,95.94,96.09
16069,31.52,32.75,33.97,36.98,39.99,38.36,36.73
16071,92.8,93.34,93.89,95.2,96.5,96.07,95.64
16073,93.22,91.98,90.74,90.4,90.07,89.54,89.02
16075,92.39,91.61,90.83,91.57,92.3,91.42,90.55
16077,97.68,97.78,97.87,97.55,97.23,97.58,97.93
16079,19.77,19.26,18.75,20.64,22.54,24.5,26.45
16081,95.67,95.12,94.56,92.32,90.07,85.28,80.49
16083,91.91,92.6,93.28,93.96,94.65,94.54,94.43
16085,15.89,12.22,8.56,8.93,9.3,7.72,6.14
16087,66.7,67.32,67.94,66.0,64.06,63.22,62.38
17001,48.74,50.44,52.15,52.59,53.04,55.71,58.37
17003,56.38,62.6,68.83,72.06,75.29,65.94,56.59
17005,17.1,17.99,18.88,16.97,15.06,15.93,16.8
17007,91.82,90.82,89.81,88.17,86.53,84.21,81.89
17009,1.43,1.51,1.59,2.02,2.45,6.16,9.87
17011,43.55,42.82,42.09,41.04,39.99,39.74,39.5
17013,27.19,28.8,30.4,31.28,32.16,31.14,30.11
17015,17.51,16.63,15.76,16.74,17.73,16.62,15.5
17017,76.98,76.82,76.66,75.35,74.05,76.73,79.41
17019,11.62,11.88,12.13,12.51,12.89,14.19,15.5
17021,31.1,31.82,32.54,30.01,27.48,25.98,24.47
17023,54.76,53.76,52.75,55.95,59.15,57.18,55.22
17025,57.05,52.87,48.68,48.87,49.06,54.4,59.74
17027,36.13,35.2,34.26,34.22,34.19,34.97,35.74
17029,6.43,6.88,7.32,8.14,8.95,9.6,10.25
17031,53.77,53.07,52.37,49.96,47.56,46.66,45.77
17033,18.91,17.23,15.54,18.22,20.89,19.85,18.81
17035,55.27,55.59,55.91,55.84,55.78,55.5,55.22
17037,37.22,38.74,40.27,40.13,39.99,40.38,40.77
17039,39.92,39.43,38.94,40.37,41.8,45.74,49.68
17041,83.95,84.22,84.5,84.3,84.11,83.46,82.81
17043,67.21,65.4,63.58,62.04,60.49,59.43,58.37
17045,32.79,34.3,35.82,32.75,29.67,26.23,22.79
17047,59.38,57.28,55.17,59.04,62.91,62.04,61.17
17049,69.09,68.45,67.81,67.46,67.11,68.48,69.86
17051,40.21,38.57,36.93,33.3,29.67,30.4,31.13
17053,56.13,56.62,57.12,57.14,57.15,56.87,56.59
17055,44.92,44.9,44.89,46.23,47.56,48.62,49.68
17057,22.29,22.24,22.19,21.9,21.62,21.63,21.64
17059,25.02,31.18,37.34,32.9,28.46,31.37,34.28
17061,40.34,38.68,37.03,34.6,32.16,33.22,34.28
17063,88.41,87.98,87.55,87.04,86.53,86.04,85.55
17065,52.85,50.27,47.69,47.62,47.56,45.0,42.43
17067,27.73,27.97,28.21,29.56,30.91,32.6,34.28
17069,33.21,19.9,6.59,6.83,7.07,4.18,1.3
17071,12.7,12.88,13.05,11.65,10.25,10.95,11.65
17073,55.49,54.82,54.15,52.83,51.51,51.86,52.2
17075,50.24,47.85,45.46,44.34,43.23,43.6,43.98
17077,5.51,6.5,7.48,8.39,9.3,11.12,12.95
17079,42.82,50.45,58.07,58.61,59.15,58.76,58.37
17081,36.77,38.8,40.82,43.62,46.42,48.61,50.8
17083,39.03,36.88,34.73,33.44,32.16,29.7,27.24
17085,15.35,16.3,17.26,16.16,15.06,15.55,16.04
17087,6.62,6.81,7.0,8.85,10.7,11.0,11.3
17089,93.44,92.82,92.2,90.92,89.65,88.4,87.14
17091,75.17,73.61,72.05,68.05,64.06,61.9,59.74
17093,97.52,97.18,96.85,96.58,96.31,96.06,95.8
17095,18.08,18.67,19.26,19.31,19.36,21.08,22.79
17097,88.0,86.66,85.32,83.19,81.06,79.38,77.69
17099,45.24,43.6,41.96,41.88,41.8,41.28,40.77
17101,10.22,11.2,12.19,14.55,16.91,16.2,15.5
17103,25.09,23.28,21.46,21.18,20.89,21.26,21.64
17105,31.17,35.37,39.57,39.1,38.62,40.52,42.43
17107,10.28,10.46,10.63,13.3,15.98,16.86,17.73
17109,2.58,3.12,3.66,4.06,4.46,5.57,6.68
17111,86.95,84.45,81.95,78.62,75.29,72.02,68.75
17113,42.79,42.54,42.28,42.04,41.8,41.28,40.77
17115,45.46,46.53,47.6,48.33,49.06,50.63,52.2
17117,39.06,38.32,37.57,36.93,36.29,36.51,36.73
17119,43.74,44.58,45.43,45.22,45.02,45.4,45.77
17121,53.96,54.37,54.79,55.97,57.15,59.76,62.38
17123,26.14,24.36,22.57,22.56,22.54,25.79,29.03
17125,26.74,29.24,31.74,30.1,28.46,29.28,30.11
17127,42.92,42.04,41.17,44.36,47.56,47.81,48.06
17129,50.05,51.07,52.09,49.26,46.42,50.06,53.69
17131,40.15,40.44,40.72,39.67,38.62,39.06,39.5
17133,57.75,57.28,56.8,54.92,53.04,51.92,50.8
17135,20.25,20.3,20.34,20.15,19.96,22.78,25.59
17137,22.19,20.4,18.62,16.5,14.39,15.6,16.8
17139,72.56,75.46,78.35,81.52,84.69,85.32,85.96
17141,64.12,61.02,57.91,56.84,55.78,55.5,55.22
17143,65.36,67.32,69.28,69.39,69.5,71.16,72.82
17145,14.42,15.28,16.14,15.26,14.39,16.06,17.73
17147,52.31,51.92,51.54,51.52,51.51,52.6,53.69
17149,44.16,44.86,45.56,48.54,51.51,52.6,53.69
17151,3.92,4.57,5.22,3.1,0.99,1.4,1.81
17153,51.64,50.38,49.12,43.3,37.47,38.48,39.5
17155,29.74,25.49,21.24,20.6,19.96,20.8,21.64
17157,13.56,13.7,13.85,15.38,16.91,17.32,17.73
17159,44.03,48.46,52.88,53.69,54.5,59.04,63.59
17161,41.93,44.9,47.88,49.14,50.4,51.3,52.2
17163,75.58,73.7,71.82,70.04,68.26,68.5,68.75
17165,44.54,41.94,39.35,39.67,39.99,41.21,42.43
17167,56.42,55.86,55.3,54.17,53.04,52.62,52.2
17169,18.05,14.3,10.54,11.99,13.44,10.24,7.03
17171,62.02,56.24,50.46,50.43,50.4,44.16,37.91
17173,35.78,36.61,37.44,36.86,36.29,38.53,40.77
17175,37.25,34.15,31.04,36.42,41.8,40.65,39.5
17177,39.26,38.76,38.27,38.44,38.62,39.7,40.77
17179,56.1,56.83,57.56,57.36,57.15,57.76,58.37
17181,27.51,27.88,28.24,29.57,30.91,34.41,37.91
17183,69.56,69.9,70.23,69.86,69.5,69.68,69.86
17185,29.99,34.85,39.7,43.63,47.56,47.35,47.14
17187,41.13,42.98,44.83,47.61,50.4,48.08,45.77
17189,29.67,31.16,32.66,35.64,38.62,38.26,37.91
17191,46.26,48.67,51.07,52.78,54.5,55.54,56.59
17193,31.42,35.54,39.67,42.34,45.02,41.46,37.91
17195,50.33,51.52,52.72,51.56,50.4,49.23,48.06
17197,92.84,91.64,90.45,88.8,87.14,85.38,83.61
17199,37.06,38.49,39.92,41.58,43.23,44.5,45.77
17201,70.81,70.22,69.63,68.37,67.11,67.39,67.66
17203,80.58,81.01,81.44,80.8,80.17,78.93,77.69
18001,97.93,98.0,98.06,98.02,97.99,98.18,98.38
18003,89.11,89.16,89.21,88.94,88.67,88.59,88.51
18005,75.8,74.14,72.49,72.55,72.62,73.48,74.35
18007,80.36,82.27,84.18,83.46,82.74,83.65,84.56
18009,44.22,41.72,39.22,37.14,35.05,41.56,48.06
18011,91.63,91.66,91.69,91.6,91.5,91.23,90.96
18013,16.3,17.1,17.89,13.92,9.96,9.45,8.94
18015,66.51,63.69,60.87,57.69,54.5,52.65,50.8
18017,76.82,73.64,70.46,67.26,64.06,63.82,63.59
18019,56.77,57.04,57.31,57.23,57.15,56.18,55.22
18021,60.08,61.5,62.91,61.7,60.49,62.69,64.89
18023,87.11,87.98,88.86,89.09,89.33,89.94,90.55
18025,62.56,56.06,49.57,48.57,47.56,49.88,52.2
18027,95.35,95.78,96.21,96.35,96.5,96.66,96.82
18029,68.45,64.12,59.79,57.78,55.78,55.5,55.22
18031,80.55,80.8,81.06,79.8,78.54,77.08,75.62
18033,83.16,82.73,82.3,80.78,79.27,78.48,77.69
18035,12.58,12.68,12.77,12.32,11.88,11.76,11.65
18037,78.89,78.02,77.14,78.66,80.17,79.79,79.41
18039,94.05,94.18,94.3,94.48,94.65,94.64,94.62
18041,50.91,50.11,49.32,48.44,47.56,47.81,48.06
18043,58.87,59.2,59.54,59.35,59.15,57.87,56.59
18045,56.06,54.9,53.74,50.65,47.56,47.35,47.14
18047,77.75,76.5,75.26,71.76,68.26,69.81,71.36
18049,69.37,70.32,71.28,68.54,65.81,68.59,71.36
18051,63.26,63.72,64.18,64.12,64.06,68.44,72.82
18053,28.43,28.64,28.84,29.26,29.67,31.42,33.16
18055,55.46,53.44,51.42,48.92,46.42,45.2,43.98
18057,95.86,95.67,95.48,95.06,94.65,93.71,92.78
18059,80.96,78.03,75.1,71.1,67.11,67.39,67.66
18061,53.58,53.32,53.07,52.29,51.51,52.6,53.69
18063,89.02,88.56,88.09,87.31,86.53,85.54,84.56
18065,27.09,28.68,30.28,29.37,28.46,29.8,31.13
18067,54.54,54.52,54.5,54.5,54.5,56.44,58.37
18069,50.02,47.58,45.14,43.47,41.8,41.28,40.77
18071,71.35,73.83,76.31,77.79,79.27,78.48,77.69
18073,80.26,78.22,76.19,73.7,71.22,68.05,64.89
18075,87.71,87.84,87.97,88.08,88.19,86.38,84.56
18077,36.39,35.8,35.21,32.44,29.67,29.35,29.03
18079,81.95,78.19,74.43,70.12,65.81,66.1,66.39
18081,86.18,85.45,84.72,84.0,83.29,82.59,81.89
18083,31.84,32.12,32.41,35.51,38.62,39.06,39.5
18085,79.18,78.24,77.3,76.95,76.6,75.48,74.35
18087,99.27,99.18,99.08,98.96,98.85,98.85,98.85
18089,78.99,78.08,77.17,74.2,71.22,69.99,68.75
18091,41.87,42.33,42.79,41.39,39.99,40.38,40.77
18093,49.89,49.0,48.11,47.84,47.56,46.66,45.77
18095,45.11,44.54,43.97,43.6,43.23,43.6,43.98
18097,78.57,79.72,80.87,80.96,81.06,81.47,81.89
18099,86.82,86.18,85.55,84.83,84.11,84.83,85.55
18101,60.43,56.41,52.4,51.96,51.51,51.15,50.8
18103,41.1,40.72,40.34,38.9,37.47,37.1,36.73
18105,2.55,2.63,2.71,2.66,2.61,2.93,3.25
18107,55.68,57.14,58.61,57.19,55.78,54.74,53.69
18109,70.58,68.21,65.84,63.17,60.49,58.54,56.59
18111,50.59,46.8,43.01,41.5,39.99,40.38,40.77
18113,86.28,86.3,86.31,85.5,84.69,83.29,81.89
18115,25.12,24.92,24.71,19.89,15.06,16.4,17.73
18117,70.96,70.39,69.82,65.79,61.76,60.07,58.37
18119,38.46,37.22,35.98,36.14,36.29,34.72,33.16
18121,30.37,32.06,33.75,36.18,38.62,44.71,50.8
18123,28.05,29.15,30.25,33.86,37.47,36.6,35.74
18125,38.55,45.56,52.56,52.8,53.04,48.51,43.98
18127,58.52,57.0,55.49,53.5,51.51,49.78,48.06
18129,57.4,54.57,51.74,49.65,47.56,48.62,49.68
18131,57.53,58.61,59.69,58.42,57.15,53.42,49.68
18133,16.91,15.35,13.79,14.88,15.98,17.4,18.81
18135,65.68,66.56,67.43,65.17,62.91,61.33,59.74
18137,80.48,75.32,70.17,69.84,69.5,71.16,72.82
18139,59.66,58.8,57.94,56.22,54.5,52.65,50.8
18141,69.85,70.58,71.31,70.4,69.5,69.68,69.86
18143,60.62,57.53,54.44,56.79,59.15,54.42,49.68
18145,65.23,63.12,61.0,59.08,57.15,58.44,59.74
18147,50.81,51.8,52.79,50.92,49.06,46.52,43.98
18149,64.15,61.18,58.2,62.0,65.81,67.84,69.86
18151,36.04,34.06,32.09,30.88,29.67,28.92,28.17
18153,22.86,24.84,26.81,24.68,22.54,21.5,20.46
18155,82.11,81.57,81.03,82.57,84.11,83.46,82.81
18157,23.15,25.09,27.03,27.25,27.48,28.25,29.03
18159,39.54,38.52,37.5,32.49,27.48,30.88,34.28
18161,61.76,60.87,59.98,50.89,41.8,37.48,33.16
18163,38.11,39.21,40.31,40.15,39.99,41.21,42.43
18165,49.54,48.26,46.99,45.11,43.23,44.5,45.77
18167,26.68,27.28,27.89,27.68,27.48,27.82,28.17
18169,41.42,39.26,37.09,35.18,33.27,31.69,30.11
18171,42.25,39.61,36.96,40.99,45.02,42.9,40.77
18173,80.29,79.4,78.51,76.9,75.29,74.82,74.35
18175,71.12,69.07,67.02,63.08,59.15,60.16,61.17
18177,47.34,46.37,45.4,45.91,46.42,48.05,49.68
18179,70.33,74.18,78.03,79.96,81.88,82.34,82.81
18181,62.81,62.44,62.08,63.95,65.81,66.1,66.39
18183,65.3,63.64,61.99,61.88,61.76,62.07,62.38
19001,34.26,35.08,35.91,37.95,39.99,39.74,39.5
19003,23.3,26.09,28.88,29.9,30.91,30.51,30.11
19005,45.94,46.78,47.63,52.39,57.15,60.37,63.59
19007,39.86,41.42,42.98,44.0,45.02,48.61,52.2
19009,27.89,26.48,25.06,21.4,17.73,24.8,31.86
19011,75.14,77.0,78.86,73.56,68.26,67.96,67.66
19013,32.51,34.44,36.36,38.17,39.99,41.98,43.98
19015,54.22,50.67,47.12,46.07,45.02,42.9,40.77
19017,37.34,39.64,41.93,44.18,46.42,50.06,53.69
19019,88.67,89.53,90.39,91.35,92.3,92.11,91.92
19021,79.66,82.14,84.62,84.96,85.29,87.32,89.34
19023,57.94,57.74,57.53,57.34,57.15,56.87,56.59
19025,19.13,23.11,27.09,27.78,28.46,33.18,37.91
19027,70.9,71.65,72.4,74.9,77.4,72.53,67.66
19029,46.99,46.66,46.32,45.67,45.02,46.54,48.06
19031,63.45,61.2,58.96,57.37,55.78,53.99,52.2
19033,26.33,27.15,27.98,27.73,27.48,29.31,31.13
19035,26.2,28.32,30.44,33.36,36.29,39.36,42.43
19037,64.79,65.61,66.44,63.46,60.49,62.04,63.59
19039,79.85,75.9,71.95,77.62,83.29,83.05,82.81
19041,46.61,50.08,53.55,53.3,53.04,54.13,55.22
19043,46.7,44.78,42.85,40.74,38.62,37.68,36.73
19045,52.21,54.24,56.26,56.02,55.78,55.5,55.22
19047,87.33,87.54,87.74,84.4,81.06,81.47,81.89
19049,95.0,95.22,95.45,95.42,95.38,95.0,94.62
19051,96.24,96.29,96.34,96.42,96.5,96.66,96.82
19053,37.98,36.28,34.57,38.18,41.8,42.12,42.43
19055,72.33,71.57,70.81,70.15,69.5,70.43,71.36
19057,53.14,53.8,54.47,55.12,55.78,57.08,58.37
19059,12.23,13.54,14.84,13.86,12.89,14.46,16.04
19061,56.48,57.13,57.78,58.46,59.15,59.44,59.74
19063,34.45,35.37,36.29,33.6,30.91,31.02,31.13
19065,35.98,35.1,34.22,32.56,30.91,34.41,37.91
19067,61.83,56.84,51.86,53.18,54.5,54.86,55.22
19069,54.89,57.36,59.82,61.36,62.91,63.9,64.89
19071,39.61,40.9,42.18,43.6,45.02,41.46,37.91
19073,50.94,52.97,55.01,57.08,59.15,54.97,50.8
19075,64.02,64.3,64.57,64.32,64.06,63.22,62.38
19077,51.0,50.59,50.18,52.34,54.5,55.54,56.59
19079,58.93,59.52,60.11,59.63,59.15,57.87,56.59
19081,52.02,52.82,53.61,50.58,47.56,45.0,42.43
19083,48.17,45.75,43.33,39.19,35.05,36.48,37.91
19085,54.6,53.31,52.02,54.58,57.15,56.87,56.59
19087,48.9,48.6,48.3,46.66,45.02,44.5,43.98
19089,81.09,81.42,81.76,82.52,83.29,83.45,83.61
19091,58.2,60.0,61.8,61.78,61.76,65.81,69.86
19093,61.03,61.59,62.15,62.53,62.91,69.76,76.61
19095,59.54,60.59,61.64,61.7,61.76,61.46,61.17
19097,45.43,45.97,46.51,47.78,49.06,49.37,49.68
19099,40.75,42.74,44.73,48.12,51.51,51.15,50.8
19101,9.52,12.79,16.05,13.0,9.96,15.8,21.64
19103,17.19,19.13,21.08,21.81,22.54,23.2,23.87
19105,37.5,37.7,37.89,38.26,38.62,38.26,37.91
19107,53.2,54.38,55.56,55.03,54.5,57.12,59.74
19109,43.04,43.87,44.7,42.34,39.99,41.21,42.43
19111,33.08,35.14,37.19,37.9,38.62,40.52,42.43
19113,67.65,68.35,69.05,68.08,67.11,66.75,66.39
19115,73.99,70.56,67.14,62.14,57.15,56.18,55.22
19117,58.26,54.72,51.19,58.5,65.81,62.78,59.74
19119,93.35,94.04,94.72,95.14,95.57,95.49,95.42
19121,88.89,88.5,88.12,87.32,86.53,84.21,81.89
19123,62.85,63.93,65.01,68.82,72.62,72.72,72.82
19125,72.94,72.4,71.86,71.54,71.22,68.05,64.89
19127,79.69,80.61,81.53,82.41,83.29,84.42,85.55
19129,77.01,73.24,69.47,69.48,69.5,67.94,66.39
19131,67.46,71.25,75.04,71.65,68.26,69.06,69.86
19133,33.84,26.76,19.68,22.59,25.5,28.68,31.86
19135,66.63,68.86,71.09,77.19,83.29,74.84,66.39
19137,47.53,47.22,46.9,54.9,62.91,63.9,64.89
19139,84.97,84.88,84.78,84.04,83.29,83.45,83.61
19141,59.22,60.01,60.81,63.96,67.11,68.48,69.86
19143,46.77,51.1,55.43,60.62,65.81,67.28,68.75
19145,28.97,30.24,31.52,27.03,22.54,21.5,20.46
19147,35.34,43.16,50.97,50.68,50.4,57.0,63.59
19149,84.53,83.67,82.81,83.46,84.11,83.86,83.61
19151,35.4,41.74,48.07,44.03,39.99,41.98,43.98
19153,82.04,83.04,84.05,83.67,83.29,83.45,83.61
19155,64.76,65.66,66.57,67.42,68.26,67.96,67.66
19157,26.11,23.82,21.52,19.62,17.73,19.1,20.46
19159,66.57,68.99,71.41,71.32,71.22,75.32,79.41
19161,40.72,43.74,46.77,46.6,46.42,49.31,52.2
19163,69.66,70.44,71.22,71.92,72.62,72.72,72.82
19165,51.58,51.26,50.94,51.99,53.04,50.55,48.06
19167,90.07,90.86,91.66,92.16,92.65,93.02,93.38
19169,4.68,4.68,4.68,4.57,4.46,4.79,5.12
19171,74.43,73.68,72.94,74.11,75.29,77.89,80.49
19173,52.72,57.78,62.85,63.46,64.06,64.47,64.89
19175,56.92,58.09,59.25,55.38,51.51,52.6,53.69
19177,51.54,57.08,62.62,67.62,72.62,67.5,62.38
19179,45.56,47.15,48.74,50.12,51.51,54.94,58.37
19181,82.68,83.08,83.48,83.11,82.74,81.99,81.25
19183,75.29,77.42,79.56,80.72,81.88,82.34,82.81
19185,62.66,67.45,72.24,77.49,82.74,84.94,87.14
19187,34.13,34.99,35.85,36.07,36.29,36.51,36.73
19189,32.76,34.21,35.66,37.82,39.99,42.88,45.77
19191,15.28,13.11,10.95,10.6,10.25,11.27,12.29
19193,87.74,88.49,89.24,89.28,89.33,89.75,90.17
19195,41.29,38.3,35.31,36.39,37.47,33.25,29.03
19197,53.49,57.28,61.06,66.84,72.62,74.61,76.61
20001,61.95,60.11,58.26,57.02,55.78,54.74,53.69
20003,83.29,82.86,82.43,86.25,90.07,89.29,88.51
20005,64.82,63.85,62.88,65.0,67.11,66.75,66.39
20007,44.25,49.76,55.27,61.76,68.26,75.94,83.61
